"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1.1.1.1","Cirurgia bucomaxilofacial","Apuiarés","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Aquiraz","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Aracati","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Aracoiaba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ararendá","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Araripe","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Aratuba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Arneiroz","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Assaré","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Aurora","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Baixio","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Banabuiú","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Barbalha","1","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Barreira","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Barro","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Barroquinha","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Baturité","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Beberibe","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Bela Cruz","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Boa Viagem","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Brejo Santo","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Camocim","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Campos Sales","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Canindé","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Capistrano","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Caridade","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Cariré","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Caririaçu","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Cariús","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Carnaubal","0","1","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Cascavel","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Catarina","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Catunda","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Caucaia","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Cedro","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Chaval","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Choró","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Chorozinho","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Coreaú","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Crateús","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Crato","1","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Croatá","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Cruz","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Deputado Irapuan Pinheiro","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ererê","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Eusébio","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Farias Brito","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Forquilha","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Fortaleza","7","6","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Fortim","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Frecheirinha","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","General Sampaio","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Graça","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Granja","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Granjeiro","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Groaíras","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Guaiúba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Guaraciaba do Norte","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Guaramiranga","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Hidrolândia","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Horizonte","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ibaretama","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ibiapina","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ibicuitinga","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Icapuí","0","1","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Icó","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Iguatu","0","1","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Independência","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ipaporanga","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ipaumirim","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ipu","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ipueiras","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Iracema","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Irauçuba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Itaiçaba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Itaitinga","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Itapajé","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Itapipoca","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Itapiúna","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Itarema","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Itatira","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jaguaretama","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jaguaribara","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jaguaribe","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jaguaruana","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jardim","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jati","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jijoca de Jericoacoara","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Juazeiro do Norte","2","2","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Jucás","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Lavras da Mangabeira","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Limoeiro do Norte","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Madalena","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Maracanaú","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Maranguape","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Marco","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Martinópole","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Massapê","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Mauriti","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Meruoca","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Milagres","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Milhã","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Miraíma","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Missão Velha","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Mombaça","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Monsenhor Tabosa","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Morada Nova","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Moraújo","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Morrinhos","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Mucambo","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Mulungu","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Nova Olinda","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Nova Russas","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Novo Oriente","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ocara","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Orós","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pacajus","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pacatuba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pacoti","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pacujá","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Palhano","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Palmácia","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Paracuru","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Paraipaba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Parambu","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Paramoti","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pedra Branca","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Penaforte","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pentecoste","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pereiro","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pindoretama","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Piquet Carneiro","1","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Pires Ferreira","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Poranga","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Porteiras","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Potengi","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Potiretama","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Quiterianópolis","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Quixadá","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Quixelô","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Quixeramobim","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Quixeré","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Redenção","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Reriutaba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Russas","1","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Saboeiro","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Salitre","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Santana do Acaraú","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Santana do Cariri","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Santa Quitéria","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","São Benedito","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","São Gonçalo do Amarante","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","São João do Jaguaribe","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","São Luís do Curu","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Senador Pompeu","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Senador Sá","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Sobral","1","1","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Solonópole","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Tabuleiro do Norte","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Tamboril","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Tarrafas","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Tauá","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Tejuçuoca","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Tianguá","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Trairi","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Tururu","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Ubajara","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Umari","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Umirim","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Uruburetama","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Uruoca","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Varjota","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Várzea Alegre","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Viçosa do Ceará","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Abaiara","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Acarape","1","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Acaraú","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Acopiara","1","2","estabelecimentos",1
"1.1.1.2","Clínica médica","Aiuaba","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Alcântaras","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Altaneira","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Alto Santo","0","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Amontada","0","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Antonina do Norte","0","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Apuiarés","1","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Aquiraz","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Aracati","2","2","estabelecimentos",1
"1.1.1.2","Clínica médica","Aracoiaba","1","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Ararendá","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Araripe","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Aratuba","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Arneiroz","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Assaré","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Aurora","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Baixio","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Banabuiú","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Barbalha","3","2","estabelecimentos",1
"1.1.1.2","Clínica médica","Barreira","1","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Barro","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Barroquinha","0","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Baturité","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Beberibe","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Bela Cruz","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Boa Viagem","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Brejo Santo","2","2","estabelecimentos",1
"1.1.1.2","Clínica médica","Camocim","1","1","estabelecimentos",1
"1.1.1.2","Clínica médica","Campos Sales","0","0","estabelecimentos",1
"1.1.1.2","Clínica médica","Canindé","1","1","estabelecimentos",1
