"Posição","Nome","Localidade","2005","2006","2008","2009","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.2","realizadas","Ererê","99999999999997","6472","8749",,,,,,,"R$",1000
"1.2","realizadas","Eusébio","36742","45081","74178",,,,,,,"R$",1000
"1.2","realizadas","Farias Brito","13082","16046","19733",,,,,,,"R$",1000
"1.2","realizadas","Forquilha","13932","16222","21740",,,,,,,"R$",1000
"1.2","realizadas","Fortaleza","1521914","1876885","2613900",,,,,,,"R$",1000
"1.2","realizadas","Fortim","11409","15042","18570",,,,,,,"R$",1000
"1.2","realizadas","Frecheirinha","99999999999997","11766","11848",,,,,,,"R$",1000
"1.2","realizadas","General Sampaio","6003","8620","11312",,,,,,,"R$",1000
"1.2","realizadas","Graça","11414","15153","16545",,,,,,,"R$",1000
"1.2","realizadas","Granja","99999999999997","99999999999997","42116",,,,,,,"R$",1000
"1.2","realizadas","Granjeiro","5357","6702","7963",,,,,,,"R$",1000
"1.2","realizadas","Groaíras","99999999999997","99999999999997","99999999999997",,,,,,,"R$",1000
"1.2","realizadas","Guaiúba","99999999999997","16102","23575",,,,,,,"R$",1000
"1.2","realizadas","Guaraciaba do Norte","21398","26836","33525",,,,,,,"R$",1000
"1.2","realizadas","Guaramiranga","5805","6743","8939",,,,,,,"R$",1000
"1.2","realizadas","Hidrolândia","99999999999997","13961","19109",,,,,,,"R$",1000
"1.2","realizadas","Horizonte","36284","49893","73943",,,,,,,"R$",1000
"1.2","realizadas","Ibaretama","99999999999997","10815","99999999999997",,,,,,,"R$",1000
"1.2","realizadas","Ibiapina","13861","13905","16275",,,,,,,"R$",1000
"1.2","realizadas","Ibicuitinga","7949","11269","13237",,,,,,,"R$",1000
"1.2","realizadas","Icapuí","18817","20253","26864",,,,,,,"R$",1000
"1.2","realizadas","Icó","99999999999997","38148","51651",,,,,,,"R$",1000
"1.2","realizadas","Iguatu","50706","86370","87557",,,,,,,"R$",1000
"1.2","realizadas","Independência","13641","16688","22481",,,,,,,"R$",1000
"1.2","realizadas","Ipaporanga","8339","10406","14280",,,,,,,"R$",1000
"1.2","realizadas","Ipaumirim","7433","99999999999997","11438",,,,,,,"R$",1000
"1.2","realizadas","Ipu","18905","19467","33468",,,,,,,"R$",1000
"1.2","realizadas","Ipueiras","20345","26230","42299",,,,,,,"R$",1000
"1.2","realizadas","Iracema","9487","10987","15747",,,,,,,"R$",1000
"1.2","realizadas","Irauçuba","12765","18305","22076",,,,,,,"R$",1000
"1.2","realizadas","Itaiçaba","99999999999997","8057","9760",,,,,,,"R$",1000
"1.2","realizadas","Itaitinga","17001","21411","32927",,,,,,,"R$",1000
"1.2","realizadas","Itapajé","25988","29463","41743",,,,,,,"R$",1000
"1.2","realizadas","Itapipoca","99999999999997","63818","88999",,,,,,,"R$",1000
"1.2","realizadas","Itapiúna","13303","14206","22662",,,,,,,"R$",1000
"1.2","realizadas","Itarema","21323","27821","40559",,,,,,,"R$",1000
"1.2","realizadas","Itatira","15242","17442","24563",,,,,,,"R$",1000
"1.2","realizadas","Jaguaretama","11341","14650","14724",,,,,,,"R$",1000
"1.2","realizadas","Jaguaribara","7115","9886","14113",,,,,,,"R$",1000
"1.2","realizadas","Jaguaribe","99999999999997","28238","44602",,,,,,,"R$",1000
"1.2","realizadas","Jaguaruana","99999999999997","19695","27564",,,,,,,"R$",1000
"1.2","realizadas","Jardim","17000","18292","26083",,,,,,,"R$",1000
"1.2","realizadas","Jati","5771","99999999999997","8631",,,,,,,"R$",1000
"1.2","realizadas","Jijoca de Jericoacoara","10386","13095","17595",,,,,,,"R$",1000
"1.2","realizadas","Juazeiro do Norte","99999999999997","135589","187195",,,,,,,"R$",1000
"1.2","realizadas","Jucás","13423","16912","20809",,,,,,,"R$",1000
"1.2","realizadas","Lavras da Mangabeira","15625","20189","29453",,,,,,,"R$",1000
"1.2","realizadas","Limoeiro do Norte","99999999999997","37880","59451",,,,,,,"R$",1000
"1.2","realizadas","Madalena","99999999999997","14156","20465",,,,,,,"R$",1000
"1.2","realizadas","Maracanaú","149637","185253","233725",,,,,,,"R$",1000
"1.2","realizadas","Maranguape","46779","55745","78385",,,,,,,"R$",1000
"1.2","realizadas","Marco","15607","17980","26871",,,,,,,"R$",1000
"1.2","realizadas","Martinópole","99999999999997","99999999999997","13329",,,,,,,"R$",1000
"1.2","realizadas","Massapê","99999999999997","21846","30702",,,,,,,"R$",1000
"1.2","realizadas","Mauriti","20719","25251","39588",,,,,,,"R$",1000
"1.2","realizadas","Meruoca","99999999999997","14719","18319",,,,,,,"R$",1000
"1.2","realizadas","Milagres","14901","16284","22786",,,,,,,"R$",1000
"1.2","realizadas","Milhã","9168","14418","15567",,,,,,,"R$",1000
"1.2","realizadas","Miraíma","99999999999997","10475","13587",,,,,,,"R$",1000
"1.2","realizadas","Missão Velha","99999999999997","22130","29197",,,,,,,"R$",1000
"1.2","realizadas","Mombaça","24471","26206","34408",,,,,,,"R$",1000
"1.2","realizadas","Monsenhor Tabosa","99999999999997","11746","17848",,,,,,,"R$",1000
"1.2","realizadas","Morada Nova","99999999999997","39472","66123",,,,,,,"R$",1000
"1.2","realizadas","Moraújo","6439","8435","9182",,,,,,,"R$",1000
"1.2","realizadas","Morrinhos","11174","13720","18256",,,,,,,"R$",1000
"1.2","realizadas","Mucambo","10741","12574","17915",,,,,,,"R$",1000
"1.2","realizadas","Mulungu","6600","99999999999997","11287",,,,,,,"R$",1000
"1.2","realizadas","Nova Olinda","9409","10958","14891",,,,,,,"R$",1000
"1.2","realizadas","Nova Russas","19115","19943","32508",,,,,,,"R$",1000
"1.2","realizadas","Novo Oriente","15447","18597","29325",,,,,,,"R$",1000
"1.2","realizadas","Ocara","14689","16989","22628",,,,,,,"R$",1000
"1.2","realizadas","Orós","12557","14784","21768",,,,,,,"R$",1000
"1.2","realizadas","Pacajus","30239","35048","55333",,,,,,,"R$",1000
"1.2","realizadas","Pacatuba","29180","34975","50409",,,,,,,"R$",1000
"1.2","realizadas","Pacoti","8459","10529","14047",,,,,,,"R$",1000
"1.2","realizadas","Pacujá","99999999999997","8481","9774",,,,,,,"R$",1000
"1.2","realizadas","Palhano","6021","6869","9415",,,,,,,"R$",1000
"1.2","realizadas","Palmácia","6766","7985","99999999999997",,,,,,,"R$",1000
"1.2","realizadas","Paracuru","27320","29981","41997",,,,,,,"R$",1000
"1.2","realizadas","Paraipaba","14760","19929","28037",,,,,,,"R$",1000
"1.2","realizadas","Parambu","16356","25567","38634",,,,,,,"R$",1000
"1.2","realizadas","Paramoti","99999999999997","10673","16342",,,,,,,"R$",1000
"1.2","realizadas","Pedra Branca","23325","27699","41611",,,,,,,"R$",1000
"1.2","realizadas","Penaforte","6397","7918","11399",,,,,,,"R$",1000
"1.2","realizadas","Pentecoste","17188","24117","33395",,,,,,,"R$",1000
"1.2","realizadas","Pereiro","9677","13883","18602",,,,,,,"R$",1000
"1.2","realizadas","Pindoretama","99999999999997","99999999999997","8677",,,,,,,"R$",1000
"1.2","realizadas","Piquet Carneiro","8265","8793","14264",,,,,,,"R$",1000
"1.2","realizadas","Pires Ferreira","7062","9397","10588",,,,,,,"R$",1000
"1.2","realizadas","Poranga","8308","9530","13089",,,,,,,"R$",1000
"1.2","realizadas","Porteiras","11338","13470","20636",,,,,,,"R$",1000
"1.2","realizadas","Potengi","6567","8928","10785",,,,,,,"R$",1000
"1.2","realizadas","Potiretama","99999999999997","6753","8556",,,,,,,"R$",1000
"1.2","realizadas","Quiterianópolis","12677","17801","20587",,,,,,,"R$",1000
"1.2","realizadas","Quixadá","40008","48827","73067",,,,,,,"R$",1000
"1.2","realizadas","Quixelô","12058","15659","16749",,,,,,,"R$",1000
"1.2","realizadas","Quixeramobim","40892","51697","78235",,,,,,,"R$",1000
"1.2","realizadas","Quixeré","99999999999997","14850","22251",,,,,,,"R$",1000
"1.2","realizadas","Redenção","15299","17973","30286",,,,,,,"R$",1000
"1.2","realizadas","Reriutaba","11002","13364","19374",,,,,,,"R$",1000
"1.2","realizadas","Russas","31985","36382","59538",,,,,,,"R$",1000
"1.2","realizadas","Saboeiro","11213","12646","21492",,,,,,,"R$",1000
"1.2","realizadas","Salitre","10768","12747","17844",,,,,,,"R$",1000
"1.2","realizadas","Santana do Acaraú","99999999999997","21023","27467",,,,,,,"R$",1000
"1.2","realizadas","Santana do Cariri","12379","14189","18273",,,,,,,"R$",1000
"1.2","realizadas","Santa Quitéria","26919","30165","40734",,,,,,,"R$",1000
"1.2","realizadas","São Benedito","99999999999997","24968","99999999999997",,,,,,,"R$",1000
"1.2","realizadas","São Gonçalo do Amarante","25161","37406","51603",,,,,,,"R$",1000
"1.2","realizadas","São João do Jaguaribe","6040","9125","9318",,,,,,,"R$",1000
"1.2","realizadas","São Luís do Curu","99999999999997","9770","99999999999997",,,,,,,"R$",1000
"1.2","realizadas","Senador Pompeu","14436","16747","28530",,,,,,,"R$",1000
"1.2","realizadas","Senador Sá","99999999999997","6634","9733",,,,,,,"R$",1000
"1.2","realizadas","Sobral","99999999999997","199205","281616",,,,,,,"R$",1000
"1.2","realizadas","Solonópole","99999999999997","14297","22375",,,,,,,"R$",1000
"1.2","realizadas","Tabuleiro do Norte","99999999999997","17357","25320",,,,,,,"R$",1000
"1.2","realizadas","Tamboril","99999999999997","20478","33730",,,,,,,"R$",1000
"1.2","realizadas","Tarrafas","6220","7757","9560",,,,,,,"R$",1000
"1.2","realizadas","Tauá","35314","43295","72786",,,,,,,"R$",1000
"1.2","realizadas","Tejuçuoca","10948","14131","22199",,,,,,,"R$",1000
"1.2","realizadas","Tianguá","99999999999997","38251","48544",,,,,,,"R$",1000
"1.2","realizadas","Trairi","27636","33987","46615",,,,,,,"R$",1000
"1.2","realizadas","Tururu","8737","10179","15883",,,,,,,"R$",1000
"1.2","realizadas","Ubajara","99999999999997","17767","26731",,,,,,,"R$",1000
"1.2","realizadas","Umari","5821","7983","8286",,,,,,,"R$",1000
"1.2","realizadas","Umirim","12218","15239","20570",,,,,,,"R$",1000
"1.2","realizadas","Uruburetama","99999999999997","14789","99999999999997",,,,,,,"R$",1000
"1.2","realizadas","Uruoca","99999999999997","14024","16164",,,,,,,"R$",1000
"1.2","realizadas","Varjota","11081","13547","17246",,,,,,,"R$",1000
"1.2","realizadas","Várzea Alegre","99999999999997","19955","35223",,,,,,,"R$",1000
"1.2","realizadas","Viçosa do Ceará","27817","38202","48978",,,,,,,"R$",1000
"1.2.1","Capital","Abaiara","1034","1672","1684",,,,,,,"R$",1000
"1.2.1","Capital","Acarape","749","2642","735",,,,,,,"R$",1000
"1.2.1","Capital","Acaraú","1816","3781","15397",,,,,,,"R$",1000
"1.2.1","Capital","Acopiara","1874","5616","4310",,,,,,,"R$",1000
"1.2.1","Capital","Aiuaba","647","904","2165",,,,,,,"R$",1000
"1.2.1","Capital","Alcântaras","352","1059","1544",,,,,,,"R$",1000
"1.2.1","Capital","Altaneira","1089","1371","1253",,,,,,,"R$",1000
"1.2.1","Capital","Alto Santo","99999999999997","5685","9182",,,,,,,"R$",1000
"1.2.1","Capital","Amontada","2760","11819","9812",,,,,,,"R$",1000
"1.2.1","Capital","Antonina do Norte","902","1274","615",,,,,,,"R$",1000
"1.2.1","Capital","Apuiarés","688","1664","4301",,,,,,,"R$",1000
"1.2.1","Capital","Aquiraz","4528","10080","15172",,,,,,,"R$",1000
"1.2.1","Capital","Aracati","5715","5798","7331",,,,,,,"R$",1000
"1.2.1","Capital","Aracoiaba","1054","1875","2993",,,,,,,"R$",1000
"1.2.1","Capital","Ararendá","1524","2029","1085",,,,,,,"R$",1000
"1.2.1","Capital","Araripe","2578","3490","2852",,,,,,,"R$",1000
"1.2.1","Capital","Aratuba","2844","1963","736",,,,,,,"R$",1000
"1.2.1","Capital","Arneiroz","762","1639","1137",,,,,,,"R$",1000
"1.2.1","Capital","Assaré","1103","2954","2826",,,,,,,"R$",1000
"1.2.1","Capital","Aurora","2070","1254","4924",,,,,,,"R$",1000
"1.2.1","Capital","Baixio","435","547","820",,,,,,,"R$",1000
"1.2.1","Capital","Banabuiú","703","1135","2299",,,,,,,"R$",1000
"1.2.1","Capital","Barbalha","1926","2030","6572",,,,,,,"R$",1000
"1.2.1","Capital","Barreira","1505","99999999999997","1289",,,,,,,"R$",1000
"1.2.1","Capital","Barro","1473","1378","1278",,,,,,,"R$",1000
"1.2.1","Capital","Barroquinha","885","1139","1791",,,,,,,"R$",1000
"1.2.1","Capital","Baturité","1782","2177","2932",,,,,,,"R$",1000
"1.2.1","Capital","Beberibe","1275","2904","4965",,,,,,,"R$",1000
"1.2.1","Capital","Bela Cruz","942","2996","3297",,,,,,,"R$",1000
"1.2.1","Capital","Boa Viagem","2911","4305","7900",,,,,,,"R$",1000
"1.2.1","Capital","Brejo Santo","2943","7236","2981",,,,,,,"R$",1000
"1.2.1","Capital","Camocim","99999999999997","2785","3868",,,,,,,"R$",1000
"1.2.1","Capital","Campos Sales","728","1426","1823",,,,,,,"R$",1000
"1.2.1","Capital","Canindé","5115","5380","9833",,,,,,,"R$",1000
"1.2.1","Capital","Capistrano","1114","1692","2041",,,,,,,"R$",1000
"1.2.1","Capital","Caridade","99999999999997","2211","1939",,,,,,,"R$",1000
"1.2.1","Capital","Cariré","1329","2436","99999999999997",,,,,,,"R$",1000
"1.2.1","Capital","Caririaçu","1714","3929","6796",,,,,,,"R$",1000
"1.2.1","Capital","Cariús","686","1816","2939",,,,,,,"R$",1000
"1.2.1","Capital","Carnaubal","99999999999997","2709","2141",,,,,,,"R$",1000
"1.2.1","Capital","Cascavel","3110","5122","9604",,,,,,,"R$",1000
"1.2.1","Capital","Catarina","2024","3023","3352",,,,,,,"R$",1000
"1.2.1","Capital","Catunda","99999999999997","99999999999997","900",,,,,,,"R$",1000
"1.2.1","Capital","Caucaia","33769","43186","65059",,,,,,,"R$",1000
"1.2.1","Capital","Cedro","1132","1369","2205",,,,,,,"R$",1000
"1.2.1","Capital","Chaval","538","1827","2225",,,,,,,"R$",1000
"1.2.1","Capital","Choró","888","2012","1440",,,,,,,"R$",1000
"1.2.1","Capital","Chorozinho","2024","7196","5695",,,,,,,"R$",1000
"1.2.1","Capital","Coreaú","1956","3024","2817",,,,,,,"R$",1000
"1.2.1","Capital","Crateús","2469","2695","5226",,,,,,,"R$",1000
"1.2.1","Capital","Crato","4638","7530","10903",,,,,,,"R$",1000
"1.2.1","Capital","Croatá","99999999999997","1130","2343",,,,,,,"R$",1000
"1.2.1","Capital","Cruz","1191","2324","4186",,,,,,,"R$",1000
"1.2.1","Capital","Deputado Irapuan Pinheiro","427","1886","1389",,,,,,,"R$",1000
"1.2.1","Capital","Ererê","99999999999997","736","654",,,,,,,"R$",1000
"1.2.1","Capital","Eusébio","3566","3760","15953",,,,,,,"R$",1000
"1.2.1","Capital","Farias Brito","1547","2373","2605",,,,,,,"R$",1000
"1.2.1","Capital","Forquilha","1374","2769","3968",,,,,,,"R$",1000
"1.2.1","Capital","Fortaleza","91643","131576","246101",,,,,,,"R$",1000
"1.2.1","Capital","Fortim","1367","2996","2868",,,,,,,"R$",1000
"1.2.1","Capital","Frecheirinha","99999999999997","3710","1381",,,,,,,"R$",1000
"1.2.1","Capital","General Sampaio","596","2107","2685",,,,,,,"R$",1000
"1.2.1","Capital","Graça","778","1813","2053",,,,,,,"R$",1000
"1.2.1","Capital","Granja","99999999999997","99999999999997","3929",,,,,,,"R$",1000
"1.2.1","Capital","Granjeiro","842","1560","387",,,,,,,"R$",1000
"1.2.1","Capital","Groaíras","99999999999997","99999999999997","99999999999997",,,,,,,"R$",1000
"1.2.1","Capital","Guaiúba","99999999999997","2024","4842",,,,,,,"R$",1000
"1.2.1","Capital","Guaraciaba do Norte","1375","3149","3915",,,,,,,"R$",1000
"1.2.1","Capital","Guaramiranga","532","574","557",,,,,,,"R$",1000
"1.2.1","Capital","Hidrolândia","99999999999997","1884","1798",,,,,,,"R$",1000
"1.2.1","Capital","Horizonte","5148","11199","17558",,,,,,,"R$",1000
"1.2.1","Capital","Ibaretama","99999999999997","647","99999999999997",,,,,,,"R$",1000
"1.2.1","Capital","Ibiapina","913","900","2571",,,,,,,"R$",1000
"1.2.1","Capital","Ibicuitinga","475","2702","1796",,,,,,,"R$",1000
"1.2.1","Capital","Icapuí","1360","1286","2094",,,,,,,"R$",1000
"1.2.1","Capital","Icó","99999999999997","3717","4781",,,,,,,"R$",1000
"1.2.1","Capital","Iguatu","2794","29267","15549",,,,,,,"R$",1000
"1.2.1","Capital","Independência","1448","2161","2101",,,,,,,"R$",1000
"1.2.1","Capital","Ipaporanga","852","1557","2418",,,,,,,"R$",1000
"1.2.1","Capital","Ipaumirim","356","99999999999997","970",,,,,,,"R$",1000
"1.2.1","Capital","Ipu","1096","1027","2157",,,,,,,"R$",1000
"1.2.1","Capital","Ipueiras","1635","2338","5663",,,,,,,"R$",1000
"1.2.1","Capital","Iracema","617","675","1092",,,,,,,"R$",1000
"1.2.1","Capital","Irauçuba","1144","4217","3900",,,,,,,"R$",1000
"1.2.1","Capital","Itaiçaba","99999999999997","2462","2024",,,,,,,"R$",1000
"1.2.1","Capital","Itaitinga","1654","3652","4015",,,,,,,"R$",1000
"1.2.1","Capital","Itapajé","2387","4284","5825",,,,,,,"R$",1000
"1.2.1","Capital","Itapipoca","99999999999997","17119","13026",,,,,,,"R$",1000
"1.2.1","Capital","Itapiúna","694","1205","4345",,,,,,,"R$",1000
"1.2.1","Capital","Itarema","3666","7188","9880",,,,,,,"R$",1000
"1.2.1","Capital","Itatira","3797","4013","6787",,,,,,,"R$",1000
"1.2.1","Capital","Jaguaretama","986","1800","966",,,,,,,"R$",1000
"1.2.1","Capital","Jaguaribara","707","1983","3990",,,,,,,"R$",1000
"1.2.1","Capital","Jaguaribe","99999999999997","8264","14405",,,,,,,"R$",1000
"1.2.1","Capital","Jaguaruana","99999999999997","2467","2769",,,,,,,"R$",1000
