"Posição","Nome","Localidade","2005","2006","2008","2009","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.2.3","Investimentos","Forquilha","1149","2575","3508",,,,,,,"R$",1000
"1.2.3","Investimentos","Fortaleza","50465","95963","209511",,,,,,,"R$",1000
"1.2.3","Investimentos","Fortim","1020","2800","2601",,,,,,,"R$",1000
"1.2.3","Investimentos","Frecheirinha","99999999999997","3549","1117",,,,,,,"R$",1000
"1.2.3","Investimentos","General Sampaio","383","1979","2389",,,,,,,"R$",1000
"1.2.3","Investimentos","Graça","716","1781","1915",,,,,,,"R$",1000
"1.2.3","Investimentos","Granja","99999999999997","99999999999997","3848",,,,,,,"R$",1000
"1.2.3","Investimentos","Granjeiro","700","1378","274",,,,,,,"R$",1000
"1.2.3","Investimentos","Groaíras","99999999999997","99999999999997","99999999999997",,,,,,,"R$",1000
"1.2.3","Investimentos","Guaiúba","99999999999997","1846","4392",,,,,,,"R$",1000
"1.2.3","Investimentos","Guaraciaba do Norte","724","2582","3257",,,,,,,"R$",1000
"1.2.3","Investimentos","Guaramiranga","300","545","304",,,,,,,"R$",1000
"1.2.3","Investimentos","Hidrolândia","99999999999997","1501","1046",,,,,,,"R$",1000
"1.2.3","Investimentos","Horizonte","4668","10705","16031",,,,,,,"R$",1000
"1.2.3","Investimentos","Ibaretama","99999999999997","429","99999999999997",,,,,,,"R$",1000
"1.2.3","Investimentos","Ibiapina","736","663","2206",,,,,,,"R$",1000
"1.2.3","Investimentos","Ibicuitinga","354","2598","1673",,,,,,,"R$",1000
"1.2.3","Investimentos","Icapuí","717","1131","1173",,,,,,,"R$",1000
"1.2.3","Investimentos","Icó","99999999999997","3359","4265",,,,,,,"R$",1000
"1.2.3","Investimentos","Iguatu","2794","27898","14131",,,,,,,"R$",1000
"1.2.3","Investimentos","Independência","1116","1803","1586",,,,,,,"R$",1000
"1.2.3","Investimentos","Ipaporanga","670","1462","2266",,,,,,,"R$",1000
"1.2.3","Investimentos","Ipaumirim","356","99999999999997","959",,,,,,,"R$",1000
"1.2.3","Investimentos","Ipu","1084","867","1689",,,,,,,"R$",1000
"1.2.3","Investimentos","Ipueiras","1631","1799","4952",,,,,,,"R$",1000
"1.2.3","Investimentos","Iracema","363","531","733",,,,,,,"R$",1000
"1.2.3","Investimentos","Irauçuba","920","3897","3401",,,,,,,"R$",1000
"1.2.3","Investimentos","Itaiçaba","99999999999997","2248","1889",,,,,,,"R$",1000
"1.2.3","Investimentos","Itaitinga","1473","3392","3486",,,,,,,"R$",1000
"1.2.3","Investimentos","Itapajé","1664","3773","4982",,,,,,,"R$",1000
"1.2.3","Investimentos","Itapipoca","99999999999997","15773","11253",,,,,,,"R$",1000
"1.2.3","Investimentos","Itapiúna","527","1030","4174",,,,,,,"R$",1000
"1.2.3","Investimentos","Itarema","3499","6730","9201",,,,,,,"R$",1000
"1.2.3","Investimentos","Itatira","3606","3810","5809",,,,,,,"R$",1000
"1.2.3","Investimentos","Jaguaretama","681","1561","746",,,,,,,"R$",1000
"1.2.3","Investimentos","Jaguaribara","512","1791","3790",,,,,,,"R$",1000
"1.2.3","Investimentos","Jaguaribe","99999999999997","7846","13747",,,,,,,"R$",1000
"1.2.3","Investimentos","Jaguaruana","99999999999997","2063","2172",,,,,,,"R$",1000
"1.2.3","Investimentos","Jardim","1331","939","1326",,,,,,,"R$",1000
"1.2.3","Investimentos","Jati","360","99999999999997","261",,,,,,,"R$",1000
"1.2.3","Investimentos","Jijoca de Jericoacoara","1041","2262","2804",,,,,,,"R$",1000
"1.2.3","Investimentos","Juazeiro do Norte","99999999999997","27863","33597",,,,,,,"R$",1000
"1.2.3","Investimentos","Jucás","1091","2431","2481",,,,,,,"R$",1000
"1.2.3","Investimentos","Lavras da Mangabeira","916","3751","4751",,,,,,,"R$",1000
"1.2.3","Investimentos","Limoeiro do Norte","99999999999997","6864","10050",,,,,,,"R$",1000
"1.2.3","Investimentos","Madalena","99999999999997","1275","2263",,,,,,,"R$",1000
"1.2.3","Investimentos","Maracanaú","4629","20486","29501",,,,,,,"R$",1000
"1.2.3","Investimentos","Maranguape","3115","7798","6835",,,,,,,"R$",1000
"1.2.3","Investimentos","Marco","648","2195","5055",,,,,,,"R$",1000
"1.2.3","Investimentos","Martinópole","99999999999997","99999999999997","2539",,,,,,,"R$",1000
"1.2.3","Investimentos","Massapê","99999999999997","3583","3220",,,,,,,"R$",1000
"1.2.3","Investimentos","Mauriti","1108","3477","6315",,,,,,,"R$",1000
"1.2.3","Investimentos","Meruoca","99999999999997","4821","5592",,,,,,,"R$",1000
"1.2.3","Investimentos","Milagres","1787","1092","1027",,,,,,,"R$",1000
"1.2.3","Investimentos","Milhã","233","4354","1107",,,,,,,"R$",1000
"1.2.3","Investimentos","Miraíma","99999999999997","2254","2098",,,,,,,"R$",1000
"1.2.3","Investimentos","Missão Velha","99999999999997","2945","4510",,,,,,,"R$",1000
"1.2.3","Investimentos","Mombaça","1034","2169","982",,,,,,,"R$",1000
"1.2.3","Investimentos","Monsenhor Tabosa","99999999999997","313","1642",,,,,,,"R$",1000
"1.2.3","Investimentos","Morada Nova","99999999999997","2155","9578",,,,,,,"R$",1000
"1.2.3","Investimentos","Moraújo","568","1741","530",,,,,,,"R$",1000
"1.2.3","Investimentos","Morrinhos","1055","1465","1865",,,,,,,"R$",1000
"1.2.3","Investimentos","Mucambo","445","1281","2533",,,,,,,"R$",1000
"1.2.3","Investimentos","Mulungu","516","99999999999997","787",,,,,,,"R$",1000
"1.2.3","Investimentos","Nova Olinda","1294","1584","2123",,,,,,,"R$",1000
"1.2.3","Investimentos","Nova Russas","1664","1277","4679",,,,,,,"R$",1000
"1.2.3","Investimentos","Novo Oriente","1273","2746","4413",,,,,,,"R$",1000
"1.2.3","Investimentos","Ocara","1446","1396","2260",,,,,,,"R$",1000
"1.2.3","Investimentos","Orós","269","524","2872",,,,,,,"R$",1000
"1.2.3","Investimentos","Pacajus","1066","2419","9491",,,,,,,"R$",1000
"1.2.3","Investimentos","Pacatuba","3325","4753","6237",,,,,,,"R$",1000
"1.2.3","Investimentos","Pacoti","675","1260","1847",,,,,,,"R$",1000
"1.2.3","Investimentos","Pacujá","99999999999997","2836","2206",,,,,,,"R$",1000
"1.2.3","Investimentos","Palhano","271","86","375",,,,,,,"R$",1000
"1.2.3","Investimentos","Palmácia","270","863","99999999999997",,,,,,,"R$",1000
"1.2.3","Investimentos","Paracuru","4386","5316","8122",,,,,,,"R$",1000
"1.2.3","Investimentos","Paraipaba","437","2705","4007",,,,,,,"R$",1000
"1.2.3","Investimentos","Parambu","3367","6575","12179",,,,,,,"R$",1000
"1.2.3","Investimentos","Paramoti","99999999999997","907","3137",,,,,,,"R$",1000
"1.2.3","Investimentos","Pedra Branca","920","3509","6561",,,,,,,"R$",1000
"1.2.3","Investimentos","Penaforte","255","1043","2441",,,,,,,"R$",1000
"1.2.3","Investimentos","Pentecoste","770","3657","6413",,,,,,,"R$",1000
"1.2.3","Investimentos","Pereiro","1284","3376","4640",,,,,,,"R$",1000
"1.2.3","Investimentos","Pindoretama","99999999999997","99999999999997","248",,,,,,,"R$",1000
"1.2.3","Investimentos","Piquet Carneiro","252","595","1243",,,,,,,"R$",1000
"1.2.3","Investimentos","Pires Ferreira","259","1718","381",,,,,,,"R$",1000
"1.2.3","Investimentos","Poranga","824","696","1836",,,,,,,"R$",1000
"1.2.3","Investimentos","Porteiras","1275","1858","5802",,,,,,,"R$",1000
"1.2.3","Investimentos","Potengi","1040","2218","1774",,,,,,,"R$",1000
"1.2.3","Investimentos","Potiretama","99999999999997","940","530",,,,,,,"R$",1000
"1.2.3","Investimentos","Quiterianópolis","1011","4026","3281",,,,,,,"R$",1000
"1.2.3","Investimentos","Quixadá","2904","5781","12112",,,,,,,"R$",1000
"1.2.3","Investimentos","Quixelô","807","3492","1017",,,,,,,"R$",1000
"1.2.3","Investimentos","Quixeramobim","2242","9335","16008",,,,,,,"R$",1000
"1.2.3","Investimentos","Quixeré","99999999999997","1868","2875",,,,,,,"R$",1000
"1.2.3","Investimentos","Redenção","288","799","4212",,,,,,,"R$",1000
"1.2.3","Investimentos","Reriutaba","362","784","1415",,,,,,,"R$",1000
"1.2.3","Investimentos","Russas","1229","4227","3203",,,,,,,"R$",1000
"1.2.3","Investimentos","Saboeiro","842","1368","4276",,,,,,,"R$",1000
"1.2.3","Investimentos","Salitre","872","711","1335",,,,,,,"R$",1000
"1.2.3","Investimentos","Santana do Acaraú","99999999999997","3634","1547",,,,,,,"R$",1000
"1.2.3","Investimentos","Santana do Cariri","956","1372","388",,,,,,,"R$",1000
"1.2.3","Investimentos","Santa Quitéria","2654","2052","5737",,,,,,,"R$",1000
"1.2.3","Investimentos","São Benedito","99999999999997","2293","99999999999997",,,,,,,"R$",1000
"1.2.3","Investimentos","São Gonçalo do Amarante","4205","10366","7079",,,,,,,"R$",1000
"1.2.3","Investimentos","São João do Jaguaribe","258","2654","501",,,,,,,"R$",1000
"1.2.3","Investimentos","São Luís do Curu","99999999999997","564","99999999999997",,,,,,,"R$",1000
"1.2.3","Investimentos","Senador Pompeu","709","1602","5910",,,,,,,"R$",1000
"1.2.3","Investimentos","Senador Sá","99999999999997","525","1559",,,,,,,"R$",1000
"1.2.3","Investimentos","Sobral","99999999999997","24323","42848",,,,,,,"R$",1000
"1.2.3","Investimentos","Solonópole","99999999999997","1335","3716",,,,,,,"R$",1000
"1.2.3","Investimentos","Tabuleiro do Norte","99999999999997","1788","3308",,,,,,,"R$",1000
"1.2.3","Investimentos","Tamboril","99999999999997","1318","6911",,,,,,,"R$",1000
"1.2.3","Investimentos","Tarrafas","1182","979","1068",,,,,,,"R$",1000
"1.2.3","Investimentos","Tauá","4235","5425","16343",,,,,,,"R$",1000
"1.2.3","Investimentos","Tejuçuoca","1233","2819","7544",,,,,,,"R$",1000
"1.2.3","Investimentos","Tianguá","99999999999997","5740","5879",,,,,,,"R$",1000
"1.2.3","Investimentos","Trairi","2671","5602","4997",,,,,,,"R$",1000
"1.2.3","Investimentos","Tururu","1144","1380","4465",,,,,,,"R$",1000
"1.2.3","Investimentos","Ubajara","99999999999997","1379","4438",,,,,,,"R$",1000
"1.2.3","Investimentos","Umari","299","953","468",,,,,,,"R$",1000
"1.2.3","Investimentos","Umirim","1119","2196","2638",,,,,,,"R$",1000
"1.2.3","Investimentos","Uruburetama","99999999999997","806","99999999999997",,,,,,,"R$",1000
"1.2.3","Investimentos","Uruoca","99999999999997","4294","3191",,,,,,,"R$",1000
"1.2.3","Investimentos","Varjota","878","980","1496",,,,,,,"R$",1000
"1.2.3","Investimentos","Várzea Alegre","99999999999997","2466","6307",,,,,,,"R$",1000
"1.2.3","Investimentos","Viçosa do Ceará","2914","7827","6517",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Abaiara","808","1485","1404",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Acarape","440","2358","222",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Acaraú","1205","2602","14210",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Acopiara","864","4585","3066",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Aiuaba","224","495","1738",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Alcântaras","109","818","865",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Altaneira","928","1228","1099",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Alto Santo","99999999999997","5234","8015",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Amontada","1954","11006","8192",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Antonina do Norte","712","1109","329",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Apuiarés","301","1318","3954",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Aquiraz","2807","7666","11482",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Aracati","3302","3849","5288",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Aracoiaba","349","1328","2204",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ararendá","1259","1185","669",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Araripe","2158","2557","2020",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Aratuba","2352","1607","294",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Arneiroz","530","1365","885",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Assaré","701","2391","2526",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Aurora","1672","309","4252",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Baixio","336","397","582",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Banabuiú","187","277","1477",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Barbalha","1244","1609","4781",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Barreira","1089","99999999999997","49",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Barro","998","1075","693",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Barroquinha","615","752","1350",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Baturité","731","1648","1921",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Beberibe","752","1833","3874",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Bela Cruz","622","2258","2492",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Boa Viagem","1072","3341","5911",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Brejo Santo","2589","6324","2099",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Camocim","99999999999997","1711","1238",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Campos Sales","212","684","1159",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Canindé","574","3786","7770",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Capistrano","354","1208","1362",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Caridade","99999999999997","1760","1448",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Cariré","751","1640","99999999999997",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Caririaçu","1269","2958","5521",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Cariús","237","1082","2076",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Carnaubal","99999999999997","2186","1436",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Cascavel","2105","4137","6690",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Catarina","1858","2588","2998",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Catunda","99999999999997","99999999999997","330",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Caucaia","25354","35472","57380",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Cedro","716","906","1243",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Chaval","324","1602","1675",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Choró","446","1695","933",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Chorozinho","1259","6861","5155",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Coreaú","1475","2191","2090",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Crateús","1308","1383","2590",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Crato","2951","5313","7675",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Croatá","99999999999997","569","1465",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Cruz","540","1921","2989",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Deputado Irapuan Pinheiro","235","1514","971",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ererê","99999999999997","444","426",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Eusébio","1997","2369","13644",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Farias Brito","821","1906","2075",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Forquilha","830","2437","3156",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Fortaleza","36541","63481","160395",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Fortim","889","2696","2321",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Frecheirinha","99999999999997","3370","889",,,,,,,"R$",1000
"1.2.4","Obras e instalações","General Sampaio","316","1912","2192",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Graça","511","1342","1382",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Granja","99999999999997","99999999999997","3463",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Granjeiro","536","1250","246",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Groaíras","99999999999997","99999999999997","99999999999997",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Guaiúba","99999999999997","1393","3940",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Guaraciaba do Norte","320","1975","2816",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Guaramiranga","282","514","263",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Hidrolândia","99999999999997","1279","744",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Horizonte","4073","9639","13860",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ibaretama","99999999999997","240","99999999999997",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ibiapina","472","550","2040",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ibicuitinga","238","2449","1339",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Icapuí","302","925","1065",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Icó","99999999999997","2807","3493",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Iguatu","2198","26106","13325",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Independência","799","1619","1370",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ipaporanga","592","1312","2130",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ipaumirim","324","99999999999997","603",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ipu","409","485","738",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ipueiras","1066","1152","4107",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Iracema","339","446","536",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Irauçuba","699","3520","2967",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Itaiçaba","99999999999997","2180","1528",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Itaitinga","1263","3222","2958",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Itapajé","1244","3255","4711",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Itapipoca","99999999999997","14111","10345",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Itapiúna","428","923","3933",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Itarema","2982","5522","8793",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Itatira","3398","3642","5544",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jaguaretama","0","1377","527",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jaguaribara","360","1592","3571",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jaguaribe","99999999999997","6727","12445",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jaguaruana","99999999999997","1685","1923",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jardim","1164","619","1080",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jati","315","99999999999997","251",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jijoca de Jericoacoara","865","2142","2389",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Juazeiro do Norte","99999999999997","24173","31147",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Jucás","937","2019","2233",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Lavras da Mangabeira","740","3459","4144",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Limoeiro do Norte","99999999999997","6469","9193",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Madalena","99999999999997","209","699",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Maracanaú","2926","18090","25800",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Maranguape","2709","7369","6341",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Marco","588","1897","4519",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Martinópole","99999999999997","99999999999997","2345",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Massapê","99999999999997","1818","2782",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Mauriti","864","2495","5680",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Meruoca","99999999999997","3169","4333",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Milagres","1381","953","693",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Milhã","117","4104","863",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Miraíma","99999999999997","1907","1799",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Missão Velha","99999999999997","2570","4253",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Mombaça","777","1981","749",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Monsenhor Tabosa","99999999999997","244","1426",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Morada Nova","99999999999997","1886","9339",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Moraújo","499","1685","463",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Morrinhos","792","1241","1522",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Mucambo","180","782","2059",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Mulungu","373","99999999999997","564",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Nova Olinda","1123","0","2015",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Nova Russas","1425","830","4351",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Novo Oriente","1146","2423","3955",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ocara","1188","1082","1855",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Orós","167","359","2488",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pacajus","903","1963","7908",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pacatuba","2723","4127","5299",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pacoti","456","1094","1575",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pacujá","99999999999997","2790","2095",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Palhano","198","54","329",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Palmácia","106","603","99999999999997",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Paracuru","3518","4572","7185",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Paraipaba","77","2083","3554",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Parambu","2841","5939","11552",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Paramoti","99999999999997","823","2811",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pedra Branca","557","3304","6045",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Penaforte","142","951","2382",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pentecoste","317","3230","5891",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pereiro","1199","2934","4119",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pindoretama","99999999999997","99999999999997","207",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Piquet Carneiro","158","370","784",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Pires Ferreira","158","1479","338",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Poranga","675","608","1613",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Porteiras","1159","1738","5640",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Potengi","996","2083","1736",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Potiretama","99999999999997","791","518",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Quiterianópolis","876","3735","2920",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Quixadá","2329","5129","10288",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Quixelô","726","3314","750",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Quixeramobim","1820","8549","15008",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Quixeré","99999999999997","1577","2618",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Redenção","181","567","3327",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Reriutaba","78","448","1026",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Russas","868","3395","2277",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Saboeiro","722","1246","4135",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Salitre","671","509","1229",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Santana do Acaraú","99999999999997","3344","1062",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Santana do Cariri","718","1009","167",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Santa Quitéria","2291","1537","4780",,,,,,,"R$",1000
"1.2.4","Obras e instalações","São Benedito","99999999999997","2020","99999999999997",,,,,,,"R$",1000
"1.2.4","Obras e instalações","São Gonçalo do Amarante","3612","9977","5991",,,,,,,"R$",1000
"1.2.4","Obras e instalações","São João do Jaguaribe","217","2552","414",,,,,,,"R$",1000
"1.2.4","Obras e instalações","São Luís do Curu","99999999999997","410","99999999999997",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Senador Pompeu","337","1254","4589",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Senador Sá","99999999999997","417","1448",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Sobral","99999999999997","21709","37969",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Solonópole","99999999999997","1051","3453",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Tabuleiro do Norte","99999999999997","1534","2836",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Tamboril","99999999999997","1132","5970",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Tarrafas","1061","890","1020",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Tauá","3872","4303","13437",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Tejuçuoca","1164","2514","7152",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Tianguá","99999999999997","4788","5011",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Trairi","1980","5247","4229",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Tururu","1080","1255","4215",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Ubajara","99999999999997","923","3563",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Umari","151","873","468",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Umirim","983","2014","2404",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Uruburetama","99999999999997","709","99999999999997",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Uruoca","99999999999997","4157","2894",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Varjota","738","855","1324",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Várzea Alegre","99999999999997","2222","6107",,,,,,,"R$",1000
"1.2.4","Obras e instalações","Viçosa do Ceará","2197","6837","5051",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Abaiara","1967","2565","4293",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Acarape","4232","4514","6407",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Acaraú","12928","16606","23190",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Acopiara","10899","12540","15200",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Aiuaba","2912","4288","6187",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Alcântaras","3509","3494","5310",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Altaneira","1877","2528","3578",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Alto Santo","99999999999997","2679","4408",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Amontada","12390","15350","21628",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Antonina do Norte","2478","3057","4073",,,,,,,"R$",1000
