Código,Espacialidades,Taxa de atividade - 10 anos ou mais 1991,Taxa de atividade - 10 anos ou mais 2000,Taxa de atividade - 10 anos ou mais 2010,Taxa de atividade - 10 a 14 anos 1991,Taxa de atividade - 10 a 14 anos 2000,Taxa de atividade - 10 a 14 anos 2010,Taxa de atividade - 15 a 17 anos 1991,Taxa de atividade - 15 a 17 anos 2000,Taxa de atividade - 15 a 17 anos 2010,Taxa de atividade - 18 anos ou mais 1991,Taxa de atividade - 18 anos ou mais 2000,Taxa de atividade - 18 anos ou mais 2010,Taxa de atividade - 18 a 24 anos 1991,Taxa de atividade - 18 a 24 anos 2000,Taxa de atividade - 18 a 24 anos 2010,Taxa de atividade - 25 a 29 anos 1991,Taxa de atividade - 25 a 29 anos 2000,Taxa de atividade - 25 a 29 anos 2010,Taxa de desocupação - 10 anos ou mais 1991,Taxa de desocupação - 10 anos ou mais 2000,Taxa de desocupação - 10 anos ou mais 2010,Taxa de desocupação - 10 a 14 anos 1991,Taxa de desocupação - 10 a 14 anos 2000,Taxa de desocupação - 10 a 14 anos 2010,Taxa de desocupação - 15 a 17 anos 1991,Taxa de desocupação - 15 a 17 anos 2000,Taxa de desocupação - 15 a 17 anos 2010,Taxa de desocupação - 18 anos ou mais 1991,Taxa de desocupação - 18 anos ou mais 2000,Taxa de desocupação - 18 anos ou mais 2010,Taxa de desocupação - 18 a 24 anos 1991,Taxa de desocupação - 18 a 24 anos 2000,Taxa de desocupação - 18 a 24 anos 2010,Taxa de desocupação - 25 a 29 anos 1991,Taxa de desocupação - 25 a 29 anos 2000,Taxa de desocupação - 25 a 29 anos 2010,% de empregados com carteira - 18 anos ou mais 1991,% de empregados com carteira - 18 anos ou mais 2000,% de empregados com carteira - 18 anos ou mais 2010,% de empregados sem carteira - 18 anos ou mais 1991,% de empregados sem carteira - 18 anos ou mais 2000,% de empregados sem carteira - 18 anos ou mais 2010,% de trabalhadores do setor público - 18 anos ou mais 1991,% de trabalhadores do setor público - 18 anos ou mais 2000,% de trabalhadores do setor público - 18 anos ou mais 2010,% de trabalhadores por conta própria - 18 anos ou mais 1991,% de trabalhadores por conta própria - 18 anos ou mais 2000,% de trabalhadores por conta própria - 18 anos ou mais 2010,% de empregadores - 18 anos ou mais 1991,% de empregadores - 18 anos ou mais 2000,% de empregadores - 18 anos ou mais 2010,Grau de formalização dos ocupados - 18 anos ou mais 1991,Grau de formalização dos ocupados - 18 anos ou mais 2000,Grau de formalização dos ocupados - 18 anos ou mais 2010,% dos ocupados com fundamental completo - 18 anos ou mais 1991,% dos ocupados com fundamental completo - 18 anos ou mais 2000,% dos ocupados com fundamental completo - 18 anos ou mais 2010,% dos ocupados com médio completo - 18 anos ou mais 1991,% dos ocupados com médio completo - 18 anos ou mais 2000,% dos ocupados com médio completo - 18 anos ou mais 2010,% dos ocupados com superior completo - 18 anos ou mais 1991,% dos ocupados com superior completo - 18 anos ou mais 2000,% dos ocupados com superior completo - 18 anos ou mais 2010,% dos ocupados no setor agropecuário - 18 anos ou mais 1991,% dos ocupados no setor agropecuário - 18 anos ou mais 2000,% dos ocupados no setor agropecuário - 18 anos ou mais 2010,% dos ocupados no setor extrativo mineral - 18 anos ou mais 1991,% dos ocupados no setor extrativo mineral - 18 anos ou mais 2000,% dos ocupados no setor extrativo mineral - 18 anos ou mais 2010,% dos ocupados na indústria de transformação - 18 anos ou mais 1991,% dos ocupados na indústria de transformação - 18 anos ou mais 2000,% dos ocupados na indústria de transformação - 18 anos ou mais 2010,% dos ocupados no SIUP - 18 anos ou mais 1991,% dos ocupados no SIUP - 18 anos ou mais 2000,% dos ocupados no SIUP - 18 anos ou mais 2010,% dos ocupados no setor de construção - 18 anos ou mais 1991,% dos ocupados no setor de construção - 18 anos ou mais 2000,% dos ocupados no setor de construção - 18 anos ou mais 2010,% dos ocupados no setor comércio - 18 anos ou mais 1991,% dos ocupados no setor comércio - 18 anos ou mais 2000,% dos ocupados no setor comércio - 18 anos ou mais 2010,% dos ocupados no setor serviços - 18 anos ou mais 1991,% dos ocupados no setor serviços - 18 anos ou mais 2000,% dos ocupados no setor serviços - 18 anos ou mais 2010,Rendimento médio dos ocupados - 18 anos ou mais 1991,Rendimento médio dos ocupados - 18 anos ou mais 2000,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 1991,% dos ocupados sem rendimento - 18 anos ou mais 2000,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 1991,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 2000,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 2010
2305308,Ibiapina,,51.71,53.04,,18.13,10.79,,47.7,41.28,,60.88,61.93,,64.89,63.83,,62.59,72.38,,7.62,2.57,,9.65,5.94,,13.2,6.61,,6.85,2.15,,14.26,4.02,,12.3,3.75,,7.63,9.42,,44.69,39.22,,1.95,2.32,,30.42,33.46,,1.99,0.72,,12.71,18.04,,17.34,38.53,,10.16,21.44,,2.12,5.23,,54.46,58.66,,0.41,0.13,,5.93,1.37,,0.51,0.41,,4.03,3.25,,10.07,9.12,,24.6,23.53,,,369.58,,13.96,17.94,,86.62,73.79,,95.25,93.76,,96.39,96.62,,98.6,99.12,,0.57,0.38
2305332,Ibicuitinga,,42.78,37.73,,10.22,4.14,,22.29,14.91,,52.37,44.76,,56.84,44.35,,61.67,58.01,,7.1,9.25,,5.56,31.01,,17.1,26.39,,6.61,8.41,,12.78,15.4,,5.62,9.23,,3.35,5.9,,18.35,32.47,,17.04,12.52,,29.63,22.43,,1.79,0.31,,20.84,21.27,,22,47.92,,11.57,34.6,,0.66,6.64,,47.35,44.47,,,,,4.34,3.18,,,0.67,,4.35,5.34,,7.48,8.78,,35.27,35.14,,,322.39,,29.99,30.24,,88.29,78.17,,95.59,94.34,,97.68,97.52,,99.32,99.38,,0.41,0.45
2305357,Icapuí,,50.34,52.36,,9.06,6.33,,28.85,18.42,,60.76,60.8,,61.7,57.17,,67.41,73.03,,12.14,8.82,,10.7,18.47,,36.4,17.62,,11.01,8.49,,17.21,18.88,,7.11,9.9,,11.6,18.7,,38.5,30.22,,5.65,2.04,,35.9,36.58,,1.6,0.94,,19.92,32.69,,23.16,42.33,,13.43,28.13,,0.7,4.54,,49.82,45.94,,1.01,0.78,,9.48,3.89,,0.52,1,,2.96,4.54,,8.72,10.11,,27.05,30.19,,,476.61,,6.75,13.01,,77.98,58.57,,95.2,91.87,,96.97,95.97,,99.15,98.81,,0.42,0.48
2305407,Icó,,50.64,42.53,,22.37,11.3,,43.65,27.79,,57.39,48.64,,61.59,50.24,,68.25,58.02,,13.41,6.02,,23.73,4.17,,24.85,15.86,,11.54,5.53,,19.36,10.32,,10.89,8.24,,8.85,14.1,,25.69,33.34,,7.37,7.58,,23.33,23.84,,1.47,0.86,,19.59,27.49,,22.92,44.74,,14.31,30.05,,1.6,5.97,,47.21,39.61,,0.15,0.13,,5.06,3.58,,0.19,1.13,,7.34,7.19,,11.72,13.38,,27.98,31.56,,,452.1,,33.83,24.36,,82.72,63.55,,93.54,91.87,,95.6,95.7,,98.27,98.12,,0.51,0.45
2305506,Iguatu,,53.87,53.87,,15.21,8.77,,42.65,28.84,,61.8,61.2,,68.82,66.33,,73.21,76.45,,10.1,7.2,,15.23,8.1,,20.4,15.65,,9.12,6.89,,19.08,13.18,,11.13,8.14,,20.32,27.94,,31.13,33.11,,5.48,4.35,,27.98,24.01,,3.14,1.79,,29.31,36.64,,30.97,53.97,,19.48,37.21,,2.86,6.76,,25.9,19.16,,0.46,0.14,,11.07,12.76,,0.55,1.08,,6.31,5.93,,17,21.23,,38.51,34.07,,,718.37,,12.28,9.96,,72.45,45.03,,87.87,85.26,,91.49,91.61,,96.16,95.83,,0.6,0.49
2305605,Independência,,50.83,47.18,,18.27,16.57,,45.61,35.23,,57.45,52.78,,57.17,56.73,,69.74,63.46,,8.84,9.89,,8.34,21.95,,21.65,16.51,,7.89,8.95,,16.42,22.48,,5.82,11.24,,5.92,8.82,,24.98,34.07,,5.38,4.22,,35.34,19.73,,1.67,0.76,,13.22,16.01,,22.18,42.46,,13.64,27.48,,2.53,4.3,,60.13,45.81,,,0.18,,3.32,3.05,,0.07,0.34,,4.35,6.5,,6.13,9.83,,26,28.53,,,370.23,,26.94,37.96,,80.21,75.02,,93.51,91.9,,95.06,95.78,,98,98.5,,0.59,0.57
2305654,Ipaporanga,,42.89,33.39,,11.6,3.67,,33.56,15.6,,50.21,40.29,,45.27,40.55,,66.26,52.17,,14.16,8.31,,54.24,8.14,,33.29,27.28,,10.85,7.57,,18.04,9.97,,13.81,11.38,,10.83,19.11,,9.36,28.81,,6.53,0.47,,17.42,17.76,,0.29,0.18,,17.88,22.25,,13.06,37.39,,4.62,24.83,,0.16,4.32,,65.45,47.63,,0.23,,,4.24,4.24,,0.21,0.7,,3.94,5.28,,4.63,9.32,,21.3,29.4,,,241.73,,55.57,34.94,,94.22,77.59,,98.2,96.68,,98.52,99.66,,99.44,100,,0.53,0.46
2305704,Ipaumirim,,46.21,43.02,,9.43,9.12,,30.66,30.38,,55.25,48.61,,50.69,48.57,,71.21,59.39,,11.77,8.72,,14.31,27.56,,28.22,22.22,,10.54,7.53,,22.2,15.83,,11.98,9.56,,13.87,21.61,,22.88,43.29,,2.49,1.1,,22.72,18.34,,0.59,1.71,,18.01,24.73,,23.8,43.93,,15.21,29.12,,1.95,7.05,,51.99,42.75,,,0.13,,6.15,3.81,,0.45,1.26,,3.77,5.84,,6.41,11.21,,30.47,32.62,,,542.84,,37.56,15.58,,85.72,65.92,,95.33,92.52,,96.43,95.7,,98.63,97.46,,0.41,0.62
2305803,Ipu,,59.05,46.17,,25.3,9.12,,58.13,26.12,,66.34,54.44,,67.15,53.81,,75.15,68.37,,3.96,5.94,,4.1,10.38,,6.79,14.87,,3.63,5.37,,7.59,12.49,,3.95,8.58,,7.52,11.15,,25.21,41.84,,4.88,5.95,,36.7,23.82,,1.23,0.74,,15.36,21.24,,17.29,41.65,,10.18,27.19,,2.27,6.81,,52.32,37.67,,0.14,,,4.18,4.22,,0.14,0.58,,4.21,6.27,,10.1,17.99,,28.81,31.03,,,479.26,,24.62,19.47,,86.1,70.41,,94.91,91.15,,96.39,94.54,,98.38,97.68,,0.62,0.59
2305902,Ipueiras,,52.64,44.48,,19.35,13.19,,52.42,30.83,,60.69,51.99,,64.37,52.9,,66.54,65.96,,7.24,7.69,,12.12,10.7,,13.01,11.42,,6.19,7.3,,12.65,13.36,,8.1,9.35,,5.8,9.29,,22.03,32.36,,7.28,6.36,,35.11,24.65,,0.3,1.45,,14.39,18.96,,12.08,36.59,,6.59,24.78,,1.22,3.87,,51.88,46.35,,0.04,,,6.69,3.46,,0.37,0.63,,5.96,4.87,,7.98,11.03,,26.8,31.55,,,332.37,,29.54,31.98,,91.95,74.35,,97.52,94.63,,98.26,97.27,,99.39,98.54,,0.46,0.52
2306009,Iracema,,49.45,50.91,,14.87,9.03,,46.49,33.36,,57.03,57.84,,58.26,61.17,,60.69,69.65,,8.76,8.68,,14.95,15.06,,14.56,20.58,,7.79,7.98,,21.42,14.82,,3.94,11.71,,6.82,16.98,,23.67,35.2,,9.82,5.21,,22.34,25.68,,2.44,0.83,,23.05,27.69,,23.65,48.03,,13.54,33.65,,1.98,5.8,,47.76,40.83,,,,,4.12,5.1,,0.37,0.69,,4.67,6.05,,10.93,12.35,,31.23,32.43,,,518.82,,35.16,19.24,,79.8,62.18,,90.09,91.13,,92.77,95.49,,96.59,97.72,,0.55,0.59
2306108,Irauçuba,,60.65,34.37,,28.05,4.25,,50.85,15.2,,70.36,42.61,,71.43,41.41,,72.62,53.53,,6.84,15.84,,7.87,28.48,,22.11,30.73,,5.31,14.97,,10.97,21.5,,1.21,25.86,,9.22,21.8,,27.18,37.38,,1.46,2.74,,24.62,21.77,,0.24,0.38,,12.19,27.32,,16.46,50.06,,7.59,35.28,,1.31,6.01,,46.18,27.5,,0.97,,,16.49,18.59,,0.13,1.02,,3.74,7.33,,3.64,9.88,,28.85,30.32,,,501.37,,37.61,18.54,,88.64,56.14,,96.7,92.52,,98.35,94.92,,99.57,98,,0.57,0.59
2306207,Itaiçaba,,54.31,55.08,,18.26,12.68,,34.2,27.82,,63.96,62.81,,64.25,64.83,,70.46,71.5,,8.45,10.42,,14.05,,,16.18,22.24,,7.64,10.2,,13.72,23.04,,12.98,7.71,,9.19,18.06,,27.46,27.65,,4.62,5.78,,36.16,32.26,,0.92,0.62,,15.25,27.68,,24.35,46.78,,13.62,32.97,,0.41,6.61,,35.23,35.12,,0.5,0.45,,7.93,16.57,,0.34,0.68,,3.72,5.94,,9.62,13.19,,39.84,26.02,,,386.97,,21.66,16.41,,89.78,61.64,,95.87,93.64,,97.29,97.36,,99.8,99.44,,0.57,0.5
2306256,Itaitinga,,47.32,43.51,,4.06,4.19,,32.73,18.13,,58.02,51.94,,62.93,51.31,,69.23,58.97,,18.99,12.15,,18.18,24.84,,35.26,36.13,,17.95,11.22,,30.17,25.01,,16.34,9.49,,36.22,42.04,,33.35,27.93,,5.84,3.5,,21.51,21.08,,1.22,0.41,,44.01,49.91,,25.43,48.98,,12.6,30.1,,1.42,2.36,,8.38,8.7,,6.74,2.13,,26.53,23.58,,0.56,1.67,,10.62,11.67,,6.01,11.24,,39.85,32,,,591.56,,2.14,6.32,,68.26,31.05,,90.8,89.94,,95.57,96.84,,98.33,98.62,,0.32,0.24
2306306,Itapagé,,50.88,48.76,,10.43,6.98,,42.99,23.25,,60.18,58.83,,65.95,58.15,,69.91,71.11,,9.13,9.54,,11.36,12.64,,17.27,24,,8.35,8.88,,14.81,15.64,,7.27,7.18,,6.39,26.97,,43.73,37.35,,3.5,2.45,,32.97,22.44,,0.46,0.72,,12,31.9,,20.75,48.42,,10.56,27.89,,1.58,4.42,,27.11,23.68,,0.25,,,29.94,30.53,,0.53,1.7,,5.15,4.23,,11.07,15.24,,25.74,23.19,,,457.47,,12.95,12.35,,83.24,61.59,,93.83,92.45,,96.36,95.92,,98.33,98.7,,0.55,0.46
2306405,Itapipoca,,46.08,51.31,,11.16,11.83,,32.9,27.19,,56.15,60.87,,55.91,61.18,,62.86,71.18,,7.91,9.8,,3.69,5.98,,12.46,17.74,,7.76,9.54,,13.94,18.1,,10.84,11.72,,12.69,20.91,,28.92,32.33,,4.45,4.7,,28.52,23.49,,1.06,0.95,,19.51,29.41,,24.49,52.63,,13.87,35.59,,2.84,5.46,,43.34,32.67,,0.04,0.09,,10.37,10.07,,0.56,0.9,,5.43,6.87,,12.69,15.13,,27.17,29.92,,,473.39,,24.36,22.93,,83.12,60.17,,93.48,91.46,,95.46,95.68,,97.92,98.12,,0.51,0.51
2306504,Itapiúna,,41.77,39.78,,8.21,5.02,,33.48,14.73,,50.19,48.79,,49.12,42.24,,57.5,53.8,,11.42,5.94,,30.08,,,23.9,6.36,,9.69,6.03,,13.53,12.76,,15.54,5.99,,10.01,13.9,,23.13,24.83,,4.81,0.82,,20.3,39.61,,0.81,1.2,,17.38,20.66,,20.98,41.02,,11.42,26.33,,,4.85,,51.96,52.94,,0.25,,,5.05,2.49,,0.87,0.39,,3.23,5.26,,6.73,9.36,,31.92,27.82,,,355.32,,41.38,21.86,,84.14,71.23,,94.88,93.97,,96.07,97.33,,96.73,99.26,,0.52,0.4
2306553,Itarema,,47.76,51.52,,13.37,9.62,,41.85,30.57,,57.81,62.16,,61.56,61.6,,66.38,73.38,,8.29,5.58,,7.24,13.52,,23.88,9.35,,6.72,5.13,,10.84,8.3,,7.18,7.66,,4.87,9.36,,42.98,42.52,,5.75,7.87,,24.55,22.18,,1.18,0.42,,13.55,20.61,,12.9,40.02,,5.82,23.35,,1.2,3.05,,52.63,47.78,,,,,10.18,6.49,,,0.86,,3.08,4.44,,7.6,9.65,,26.33,26.97,,,349.56,,21.34,21.32,,86.39,74.76,,95.62,94.49,,96.95,97.11,,99.08,98.71,,0.53,0.5
2306603,Itatira,,54.92,39.03,,16.57,10.46,,46.35,21.32,,65.74,47.04,,62.38,44.53,,61.76,53.81,,5.68,10.43,,3.43,13.82,,14.01,17.28,,5.11,9.91,,16.36,18.45,,2.23,9.93,,7.24,17.66,,13.94,28.89,,4.26,3.85,,15.95,26.93,,0.98,0.39,,12.54,25.37,,8.44,32.48,,3.67,20.76,,0.66,4.71,,73.08,44.55,,,0.13,,2.84,2.5,,0.28,0.39,,2.49,6.24,,4.77,10.01,,16.07,29.09,,,373.71,,58.94,23.37,,91.14,66.7,,96.6,92.24,,98.39,97.33,,98.88,99,,0.42,0.47
2306702,Jaguaretama,,47.32,40.98,,10.84,7.44,,36.91,19.96,,56.27,48.47,,55.97,47.34,,67.07,55.87,,6.04,6.04,,12.56,,,17.37,11.25,,4.89,5.96,,15,9.82,,7.38,8.79,,5.67,9.81,,26.24,29.28,,5.53,7.37,,33.22,24.19,,1.4,1.5,,13.68,18.63,,16.56,44.05,,12.46,27.14,,0.57,4.02,,57.52,47.75,,,,,4.87,3.63,,0.4,1.28,,3.25,3.83,,7.77,7.7,,25.23,32.63,,,406.96,,27.94,30.4,,83.85,71.74,,93.46,93.45,,95.58,96.84,,98.65,98.34,,0.67,0.6
2306801,Jaguaribara,,54.31,49.39,,23.14,15.33,,45.62,19.64,,61.74,56.32,,64.46,52.64,,73.81,70.14,,18.06,4.96,,47.88,9.42,,43.25,,,13.46,4.94,,19.21,9.42,,13.29,11.51,,10.5,13.4,,25.55,38.15,,10.61,4.96,,31.44,32.67,,2.12,0.52,,25.58,22.91,,20.3,42.63,,9.98,27.02,,0.15,6.36,,48.07,42.33,,0.2,0.3,,3.06,2.75,,,1.2,,12.13,4.59,,9.85,9.35,,26.17,34.72,,,460.65,,19.95,14.64,,83.67,58.46,,94.91,92.18,,96.26,97,,99.16,98.92,,0.49,0.34
2306900,Jaguaribe,,56.42,50.41,,22.54,14.1,,54.63,28.99,,63.21,57.84,,69.31,57.75,,75.79,70.23,,8.3,7.23,,4.87,8.23,,12.8,19.32,,8.1,6.62,,16.57,14.39,,8.34,6.67,,9.02,14.42,,28,31.9,,5.42,3.26,,44.44,34.29,,1.11,1.01,,19.2,23.44,,24.96,43.76,,14.25,26.75,,1.9,6.22,,32.32,37.82,,,0.09,,9.15,15.33,,0.09,0.36,,5.29,5.2,,10.88,12.41,,36.9,25.35,,,429.08,,12.89,17.13,,81.43,66.35,,92.38,91.7,,94.63,95.92,,97.2,98.35,,0.89,0.57
2307007,Jaguaruana,,54.23,56.14,,21.95,18.15,,44.37,42.31,,61.69,62.5,,62.39,68.42,,72.66,68.58,,11.49,8.06,,15.66,5.44,,18.95,19.43,,10.62,7.48,,20.44,14.01,,9.57,10.43,,14.68,21.27,,42.77,45.15,,2.92,2.1,,23.71,20.89,,1.02,1.49,,19.51,26.11,,21.8,42.13,,13.83,25.73,,1.28,3.27,,34.61,24.78,,1.19,1.57,,32.64,31.39,,0.09,0.93,,3.92,5.29,,7.58,11.14,,19.62,22.35,,,421.35,,15,9.75,,83.4,58.3,,94.72,93.66,,96.36,97.86,,99.42,98.94,,0.52,0.46
2307106,Jardim,,49.18,45.3,,28.16,10.61,,46.38,25.16,,54.61,52.99,,58.01,54.99,,62.73,56.66,,21.32,5.32,,49.3,3.44,,42.39,16.76,,15.71,4.87,,26.88,11.37,,15.5,2.47,,7.68,18.33,,30.72,27.94,,4.29,5.52,,37.39,28.9,,1.09,0.1,,13.51,25.85,,15.89,41.55,,7.68,26.69,,2.16,5.36,,55.73,52.74,,0.08,0.26,,5.96,2.89,,0.08,0.22,,5.95,6.19,,6.47,8.62,,24.1,26.15,,,394.3,,20.08,20.85,,87.7,68.7,,94.71,93.36,,96.75,96.43,,98.78,98.81,,0.65,0.49
2307205,Jati,,47.51,56.49,,24.91,18.41,,32.37,31.23,,54.02,63.99,,54.81,66.88,,68.95,73.18,,24.47,6.31,,41.82,,,54.37,12.3,,20.65,6.3,,38.03,14,,19.01,7.42,,8.45,11.25,,27.44,47.9,,6.94,6.63,,46.45,20.68,,0.24,1.23,,15.97,18.71,,24.7,49.4,,15.93,37.33,,2.46,5.83,,39.95,35.66,,,0.11,,4.37,1.72,,,0.57,,5.67,8.81,,8.47,8.72,,40.96,42.67,,,339.39,,10.49,23.47,,83.57,73.86,,94.38,95.04,,97.02,97.47,,98.32,99.03,,0.56,0.45
2307254,Jijoca de Jericoacoara,,52.21,56.82,,17.65,7.84,,40.78,36.27,,62.66,67.08,,65.59,67.39,,72.26,76.5,,4.29,5.56,,3.34,7.07,,10.28,11.33,,3.83,5.22,,8.16,10.62,,1.59,6.32,,1.52,13.17,,19.69,32.84,,8.95,10.27,,53.08,31.86,,1.18,0.39,,12.34,27.87,,12.28,47.95,,5.77,28.8,,1.77,7.02,,32.01,20.93,,,,,21.57,7.51,,0.15,1.48,,5.24,5.41,,11.6,12.58,,29.28,49.99,,,646.37,,15.59,12.68,,79.91,52.64,,92.6,85.74,,93.85,92.27,,97.25,96.25,,0.84,0.59
2307304,Juazeiro do Norte,,51.56,54.65,,12.13,7.01,,43.96,30.24,,59.86,63.92,,67.28,67.76,,71.78,75.77,,15.63,10.3,,29.72,20.14,,33.87,28.54,,13.64,9.4,,20.4,17.93,,16.18,9.79,,25.53,32.36,,29.59,30.93,,4.39,4.87,,33.19,27.35,,2.82,2.11,,34,41.41,,39.14,60.59,,23.7,43.04,,4.37,8.71,,6.68,4.61,,0.16,0.11,,16.15,17.48,,0.44,1.15,,7.36,7.71,,27.35,27.38,,41.25,39,,,839.76,,4.71,3.25,,68.62,34.97,,87.72,84.25,,91.75,90.84,,96.1,95.28,,0.63,0.47
2307403,Jucás,,47.6,38.31,,16.04,7.02,,45.28,32.14,,54.73,44.07,,56.84,46.21,,63.07,50.7,,7.6,9.39,,6.93,16.62,,12.75,21,,7.17,8.39,,10.58,20.07,,11.35,12.64,,7.81,14.85,,24.77,38.54,,5.33,3.16,,26.77,26.51,,0.16,0.81,,14.82,19.99,,17.56,38,,8.37,23.59,,1.71,4.65,,56.17,40.84,,1.55,3.46,,4.94,4.19,,0.28,0.72,,5.13,4.68,,7.62,13.58,,23.58,28.78,,,417.71,,35.84,19.43,,89.02,61.35,,96.44,92.69,,98.15,96.93,,99.16,98.93,,0.43,0.36
2307502,Lavras da Mangabeira,,36.85,38.66,,10.3,8.11,,29.58,20.6,,43.19,44.85,,40.66,42.55,,54.11,58.15,,8.53,7.91,,9.12,6.83,,13.65,13.43,,8.07,7.7,,18.39,19.75,,10.35,11.03,,7.09,15.74,,31.84,36.21,,5.52,2.7,,29.75,25.53,,1.72,0.88,,15.02,22.7,,22.79,46.76,,16.14,32.51,,2.31,7.64,,45.73,38.6,,,,,6.76,4.67,,0.2,0.42,,8.79,7.38,,9.01,13.65,,28.63,31.5,,,489.18,,25.73,22.44,,85.85,67.28,,95.17,91.06,,95.99,95.6,,98.62,97.48,,0.48,0.67
2307601,Limoeiro do Norte,,52.5,52.4,,10.47,7.64,,35.2,22.28,,61.5,60.64,,61.43,63.33,,70.38,73.22,,12.25,9.57,,17.85,16.03,,20.88,27.85,,11.57,8.92,,21.67,17.1,,11.68,10.66,,18.47,31.72,,34.95,34.37,,5.95,3.09,,28.02,21.03,,2.77,1.39,,28.24,38.49,,33.21,52.77,,21.99,35.94,,3.91,7.25,,31.27,27.65,,1.88,0.98,,8.51,7.48,,0.91,2.11,,8.22,9.18,,12.87,15.89,,35.98,33.09,,,717.14,,9.99,9.14,,74.7,37.83,,89.09,84.64,,92.46,92.44,,96.43,96.24,,0.55,0.42
2307635,Madalena,,51.88,37.2,,23.81,7.17,,42.51,17.21,,58.8,45.3,,61.83,46.35,,60.09,50.69,,6.36,9.52,,3.55,13.15,,15.87,20.14,,5.87,8.94,,12.53,20.83,,3.59,12.47,,9.45,11.22,,22.47,30.36,,0.6,10.16,,41.38,21.31,,,1.02,,12.44,24.53,,14.03,42.3,,7,26.81,,0.71,4.96,,61.83,42.86,,,,,4.24,3.97,,,0.93,,3.68,8.07,,4.84,10.68,,25.41,32.17,,,449.05,,25.74,27.82,,87.69,62.24,,95.53,91.24,,96.88,96.12,,99.24,97.82,,0.5,0.46
2307650,Maracanaú,,52.51,53.83,,5.64,4.3,,28.6,20.17,,64.78,64.03,,65.64,64.25,,72.93,76.97,,19.44,10.96,,35.24,19.29,,38.44,27.66,,18.21,10.4,,30.05,19.53,,18.87,11.93,,44.85,53.39,,26.43,23.79,,4.59,2.93,,21.34,18.15,,1.15,0.62,,51.58,58.34,,40.4,66.43,,18.78,46.35,,1.09,3.92,,2.11,1.53,,0.29,0.05,,27.71,28.09,,0.43,1.26,,8.36,8.29,,17.82,18.91,,42.26,36.11,,,715.39,,1.87,1.37,,60.69,20.85,,87.22,86.39,,93.78,94.45,,97.89,98.16,,0.38,0.23
2307700,Maranguape,,52.05,48.07,,6.11,4.63,,28.9,17.23,,63.92,57.72,,67.41,58.51,,73.04,68.2,,15.1,8.63,,26.75,6.48,,28.64,25.03,,14.22,8.2,,23.39,16.27,,14.68,9.73,,37.35,44.62,,28.09,28.73,,4.69,4.12,,21.22,18.13,,1.27,0.63,,43.95,51.01,,32.42,59.67,,15.39,40.01,,1.14,4.02,,21.82,15.64,,0.17,0.02,,30.89,32.94,,0.43,0.91,,6.41,7.07,,10.52,11.46,,29.18,28.18,,,595.42,,7.92,4.75,,76.86,32.84,,92.1,91.39,,95.41,95.76,,98.5,98.6,,0.36,0.23
2307809,Marco,,52.82,51.66,,15.69,9.04,,42,27.37,,63.81,62.37,,62.57,63.31,,76.81,72.65,,12.15,7.3,,23.31,7.14,,14.05,6.4,,11.27,7.35,,16.9,12.2,,13.99,11.43,,11.91,20.05,,44.87,44.72,,7.35,4.7,,19.77,18.55,,2.39,0.99,,21.7,26.39,,22.96,42.34,,13.99,25.24,,2.94,4.63,,29.01,25.84,,,0.13,,21,21.57,,0.14,1.05,,6.6,9.36,,10.45,11.75,,30.12,28.15,,,501.61,,13.85,13.45,,81.96,57.29,,94.46,92.61,,96.03,95.89,,98.1,98.51,,0.61,0.5
2307908,Martinópole,,37.65,44.51,,9.71,6.71,,15.83,21.28,,47.19,55.44,,43.5,50.25,,56,70.26,,7.69,7.61,,4.24,9.56,,14.74,37.08,,7.56,6.09,,10.27,18.78,,16.21,5.29,,6.66,12.67,,27.33,38.96,,9.54,4.27,,40.14,24.83,,,0.36,,17.38,19.44,,17.25,42.84,,10.38,32.6,,3.02,8.92,,51.78,36.06,,,0.17,,4.87,6.43,,,2.06,,5.47,6.54,,7.75,10.66,,27.16,34.27,,,427.96,,16.64,18.89,,87.29,72.02,,95.41,92.6,,96.41,95.16,,99.26,97.96,,0.54,0.67
